gestao_ter,uf,munic,cd_geocmu,num_setor,data_setor,local,tipolo_g1,tipolo_e1,cobrade_01,tipolo_g2,tipolo_e2,cobrade_02,tipolo_g3,tipolo_e3,cobrade_03,tipolo_g4,tipolo_e4,cobrade_04,tipolo_g5,tipolo_e5,cobrade_05,descricao,obs_ocup,grau_vulne,grau_risco,num_edif,num_domi,num_pess,sug_interv,orgao_exec,st_area_sh,st_length_
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_003_CPRM,2022-04-13,"Rua 7, Bairro Pitinga",Deslizamento,Deslizamento planar,1.1.3.2.1,,,,,,,,,,,,,"Encosta de alta declividade com residências instaladas na porção superior (Figuras 1 e 2). Segundo os moradores, uma casa foi desocupada devido ao risco iminente de deslizamento (Figuras 3 e 4). Observa-se o descarte inadequado de resíduos sólidos (","Edificações de pequeno porte, alta vulnerabilidade e precariedade da infraestrtutura urbana.",Alto,Alto,18.0,5.0,72.0,"1) Monitoramento das condições de estabilidade da encosta, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento;
2) Desenvolvimento de estudos geotécnicos e hidrológicos detalhados, por profis",Serviço Geológico do Brasil,2.49175971882e-07,0.00402560430087
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_032_CPRM,2022-05-20,"Rua Rio Grande, Bairro Campo Novo",Enxurrada,,1.2.2.0.0,Inundação,,1.2.1.0.0,Erosão,Erosão de margem fluvial,1.1.4.2.0,,,,,,,"Densa ocupação urbana às margens do Arroio Capivara (Figuras 1 e 2), atingida por eventos recorrentes de inundação brusca. O arroio está estrangulado pela construção de moradias e muros ao longo de suas margens e por canalizações subdimensionad",Densa ocupação urbana constituída por edificações residenciais de pequeno porte.,Alto,Alto,169.0,81.0,676.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizaç",Serviço Geológico do Brasil,2.52512251467e-06,0.0187796469517
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_016_CPRM,2022-04-14,"Rua Olinda Prestes, Vila dos Sargentos, Bairro Serraria",Deslizamento,Deslizamento planar,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,Queda,Queda de lascas,1.1.3.1.2,,,,,,,"Ocupação urbana na base de talude rochoso subvertical de antiga cava de extração de granito (Figuras 1 e 2). Rocha fraturada com percolação de águas pluviais, em processo de intemperização e potencial queda de lascas/blocos ao longo dos planos d","Pequenas residências, precárias, com alta vulnerabilidade social.",Alto,Muito alto,9.0,9.0,36.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, blocos e matacões, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Desenvolvimento de est",Serviço Geológico do Brasil,1.82788662335e-07,0.00215138649592
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_113_CPRM,2022-05-25,"Rua Antônio da Silva, Rua João de Araújo e Rua Cel. Timóteo, Bairro Cristal",Inundação,,1.2.1.0.0,Enxurrada,,1.2.2.0.0,,,,,,,,,,"Ocupação residencial nas margens do arroio Cavalhada e afluente, próximo a foz no Guaíba (Figuras 1 a 4). Áreas de várzea naturalmente recebem aporte hídrico em períodos de cheias, expondo a população local a inundações. O arroio possui uma p",,Médio,Muito alto,478.0,202.0,1912.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizaç",Serviço Geológico do Brasil,4.5019828729e-06,0.0201849747284
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_072_CPRM,2022-03-22,"Av. Nossa Sra. Aparecida, B. Sarandi / R. Aparecida, B. Santa Rosa de Lima",Erosão,Erosão de margem fluvial,1.1.4.2.0,Inundação,,1.2.1.0.0,Enxurrada,,1.2.2.0.0,,,,,,,"Ocupação residencial nas margens do arroio Santo Agostinho (Figura 1), afluente da Bacia Hidrográfica do rio Gravataí. Áreas de várzea naturalmente recebem aporte hídrico em períodos de cheias, expondo a população local a eventos de inundaçõe",,Alto,Muito alto,295.0,159.0,1180.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizaç",Serviço Geológico do Brasil,3.0422640078e-06,0.0160776285674
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_141_CPRM,2022-10-05,"Rua Octávio de Souza, Bairro Cristal / Beco do Sorriso, Bairro Nonoai",Enxurrada,,1.2.2.0.0,Erosão,Erosão de margem fluvial,1.1.4.2.0,,,,,,,,,,"Ocupação residencial nas margens de arroio afluente do arroio Cavalhada, sujeita a enxurradas e erosão de margem fluvial. Há histórico de atingimento de moradias por eventos rápidos de enxurradas anualmente. Observou-se nas margens feições erosiv",,Alto,Muito alto,386.0,513.0,1544.0,"1) Elaborar estudo censitário e socioambiental para um correto diagnóstico da população em área de risco e para embasar ações de remoção e realocação da população atingida;
2) Limpeza periódica do arroio, preservação das áreas verdes e m",Serviço Geológico do Brasil,1.43368752219e-05,0.0490259642348
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_083_CPRM,2022-03-21,"Rua das Laranjeiras, Vila Jardim Protásio Alves, Bairro Mário Quintana",Deslizamento,Deslizamento não especificado,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,,,,,,,,,,"Ocupação residencial na base de vertente declivosa do Morro Santana, com corte verticalizado próximo as moradias sujeitas a deslizamentos e queda de blocos (Figuras 1 a 4). Há registro de uma ocorrência em dezembro de 2021, por isso parte de morador",,Médio,Alto,34.0,2.0,136.0,"1) Continuação da ação de remoção e demolição de moradias efetuada pela Prefeitura Municipal. Também sugerimos um estudo de uso futuro para a área com fiscalização constante para a não ocupação por novas residências.
2) Monitoramento das",Serviço Geológico do Brasil,5.46985153093e-07,0.0074530583923
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_093_CPRM,2022-05-24,"Rua Colina, Trilha do Morro Santana, Bairro Jardim Carvalho",Queda,Queda de blocos,1.1.3.1.1,Deslizamento,Deslizamento planar,1.1.3.2.1,,,,,,,,,,"Ocupação residencial na base de corte verticalizado na encosta do Morro Santana, sujeita a queda de blocos e deslizamentos (Figuras 1 e 2). Observou-se um paredão rochoso de aproximadamente 5 metros de altura com fraturas, e alguns blocos e lascas que",,Alto,Alto,5.0,5.0,20.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,1.20738752723e-07,0.00167156973527
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_103_CPRM,2022-05-23,"Rua A VI Tijuca, Bairro Agronomia",Enxurrada,,1.2.2.0.0,Deslizamento,Deslizamento não especificado,1.1.3.2.1,,,,,,,,,,"Ocupação residencial em pequeno vale sujeita a enxurradas e pequenos deslizamentos (Figuras 1 a 3). Para ocupação a população utiliza o método de execução de taludes de corte verticalizados. Observou-se blocos de rocha imersos no solo raso, fei",,Alto,Muito alto,7.0,7.0,28.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,1.92958008436e-07,0.00192616109882
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_124_CPRM,2022-10-04,"Rua Guanabara, Bairro Cascata",Deslizamento,Deslizamento planar,1.1.3.2.1,,,,,,,,,,,,,"Vetor de crescimento urbano em vertentes íngremes sem o devido aparato de infraestrutura necessário. As vertentes aqui vistoriadas apresentam sinais de instabilidade, colocando as casas neste setor a risco por possíveis eventos de deslizamentos (Figur",Casa de alvenaria e de madeira.,Alto,Alto,71.0,52.0,284.0,"1) Monitoramento das condições de estabilidade da encosta especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento;
2) Desenvolver estudos geotécnicos detalhados, por profissional habilitado, para",Serviço Geológico do Brasil,2.40370362064e-06,0.00936976330489
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_126_CPRM,2022-10-04,"Rua dos Canudos, Beco 12, Beco 13 e Beco 14, Bairro Cascata",Deslizamento,Deslizamento não especificado,1.1.3.2.1,,,,,,,,,,,,,"Vetor de crescimento urbano em vertentes íngremes sem o devido aparato de infraestrutura necessário. As vertentes aqui vistoriadas apresentam sinais de instabilidade, colocando as casas neste setor a risco por possíveis eventos de deslizamentos (Figur",Casa de alvenaria e de madeira.,Alto,Alto,52.0,38.0,208.0,"1) Monitoramento das condições de estabilidade da encosta especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento;
2) Desenvolver estudos geotécnicos detalhados, por profissional habilitado, para",Serviço Geológico do Brasil,8.33688681818e-07,0.00498963977786
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_074_CPRM,2022-03-21,"Rua Terezinha Leal Oliveira, Vila Safira, Bairro Mario Quintana",Enxurrada,,1.2.2.0.0,Inundação,,1.2.1.0.0,Erosão,Erosão de margem fluvial,1.1.4.2.0,,,,,,,"Ocupação residencial nas margens de arroio (Figura 1), afluente da Bacia Hidrográfica do rio Gravataí. Áreas de várzea naturalmente recebem aporte hídrico em períodos de cheias, expondo a população local a eventos de inundações. Nas margens s",,Alto,Alto,12.0,3.0,48.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizaç",Serviço Geológico do Brasil,8.0005431707e-08,0.00131353451956
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_123_CPRM,2022-10-03,"Rua da Represa, Bairro Cel. Aparício Borges / Rua Condor,  Bairro Vila João Pessoa",Enxurrada,,1.2.2.0.0,Erosão,Erosão de margem fluvial,1.1.4.2.0,,,,,,,,,,"Vetor de crescimento urbano adjacente ao arroio Moinho apresentando estrangulamento de suas margens (Figuras 1 a 3). Este tipo de ocupação propicia eventos de enxurradas em respostas a grandes volumes de chuvas. Há relatos locais destes eventos, e reg",Casa de alvenaria e de madeira.,Alto,Muito alto,337.0,354.0,1348.0,"1) Obras de melhorias na infraestrutura urbanística, como, pavimentação de ruas, recuperação da vegetação nas margens dos rios e implantação de sistema eficiente de drenagens de águas pluviais para aumentar a velocidade de escoamento das águas",Serviço Geológico do Brasil,1.42400211204e-05,0.0600216747047
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_042_CPRM,2022-07-13,"Ilha do Pavão (Norte), Bairro Arquipélago",Inundação,,1.2.1.0.0,Alagamento,,1.2.3.0.0,,,,,,,,,,"Ocupação urbana em ilha fluvial do Delta do Jacuí, às margens do Rio Jacuí e ao lado da rodovia BR-116/290, atingida por eventos de inundação lenta e gradual, de forma recorrente, já tendo sido registrada lâmina de água de cerca de 1,5 m. No m","Ocupação irregular, desordenada, alta vulnerabilidade social. Infraestrutura precária.",Alto,Muito alto,116.0,73.0,464.0,"1) Continuidade nos estudos hidrológicos para avaliar padrão de recorrências de inundações;
2) Atualização constante do cadastro das áreas de risco e do Plano Municipal de Contingência;
3) Implantação de sistema de monitoramento e alerta na Ba",Serviço Geológico do Brasil,2.41055713787e-06,0.0123968427733
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_078_CPRM,2022-03-25,"Rua Fábio Luis Silveira, Bairro Passo das Pedras",Enxurrada,,1.2.2.0.0,Erosão,Erosão de margem fluvial,1.1.4.2.0,Inundação,,1.2.1.0.0,,,,,,,"Ocupação residencial nas margens do arroio Passo das Pedras/arroio Sarandi (Figuras 1 e 2) afluente da bacia hidrográfica do rio Gravataí. Nas margens do arroio observou-se feições erosivas e descarte de lixo, sendo que há uma grande quantidade de",,Alto,Muito alto,42.0,29.0,168.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizaç",Serviço Geológico do Brasil,9.39872642939e-07,0.00639900506474
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_092_CPRM,2022-05-24,"Rua Aristides Rosa e Beco B, Bairo Jardim Carvalho",Deslizamento,Deslizamento não especificado,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,Enxurrada,,1.2.2.0.0,,,,,,,"Ocupação residencial na base de encosta declivosa do Morro Santana, sujeita a deslizamentos, queda de blocos e enxurradas (Figuras 1 e 2). Observou-se campo de blocos graníticos, lixo e entulhos lançado na encosta e lançamento irregular de esgoto/á",,Alto,Alto,369.0,233.0,1476.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,5.89271575628e-06,0.0136280304299
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_071_CPRM,2022-03-23,"Avenida Caldeia, Bairro Santa Rosa de Lima",Inundação,,1.2.1.0.0,Enxurrada,,1.2.2.0.0,,,,,,,,,,"Ocupação residencial na planície de inundação do arroio Santo Agostinho (Figuras 1 e 2), afluente da Bacia Hidrográfica do rio Gravataí. Áreas de várzea naturalmente recebem aporte hídrico em períodos de cheias, expondo a população local a e",,Médio,Alto,88.0,51.0,352.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizaç",Serviço Geológico do Brasil,1.66787439186e-06,0.00964649123005
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_138_CPRM,2022-10-11,"Rua Músico Nelson Ferreira, Bairro Cel. Aparício Borges",Deslizamento,Deslizamento não especificado,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,,,,,,,,,,"Ocupação residencial em encosta de declividade alta no Morro da Polícia, sujeita a deslizamento e queda de blocos (Figuras 1 a 3). Observou-se solo raso com feições erosivas e blocos rochosos de grandes dimensões; árvores inclinadas; depósitos ir",,Alto,Alto,116.0,49.0,464.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,3.03422275907e-06,0.0110997057439
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_015_CPRM,2022-04-14,"Rua L, Vila dos Sargentos, Bairro Serraria",Deslizamento,Deslizamento planar,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,Queda,Queda de lascas,1.1.3.1.2,,,,,,,"Ocupação urbana no topo da encosta de morro (Figuras 1 a 5), na crista de talude de corte de antiga cava de extração (antiga pedreira da Brigada), com ocorrência de movimentação do solo/aterro e potencial para ocorrência de deslizamentos. Ocorrê","Ocupação consolidada de edificações residenciais, com alta vulnerabilidade.",Alto,Alto,33.0,26.0,132.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, blocos e matacões, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Desenvolvimento de est",Serviço Geológico do Brasil,4.40034958539e-07,0.00314321083142
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_044_CPRM,2022-07-13,"Rua João Inácio da Silveira, Ilha dos Marinheiros (Sul), Bairro Arquipélago",Inundação,,1.2.1.0.0,Alagamento,,1.2.3.0.0,,,,,,,,,,"Ocupação urbana em ilha fluvial do Delta do Jacuí, às margens do Rio Jacuí (Figuras 1, 2 e 3), atingida por recorrentes eventos de inundação lenta e gradual, tendo sido registrada lâmina de água de 0,80 a 1,0 m em grandes inundações. Esta é u","Ocupação residencial de pequeno porte, alta vulnerabilidade. Há escolas e posto de saúde que são atingidos pela inundação.",Alto,Alto,419.0,280.0,1676.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações;
2) Manter atualizado o Plano Municipal de Contingência, acionando quando necessário;
3) Manter atualizado o ca",Serviço Geológico do Brasil,1.59131378061e-05,0.0228894135362
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_121_CPRM,2022-10-03,"Rua Dona Firmina e Rua Martins de Lima, Bairro Vila São José",Enxurrada,,1.2.2.0.0,Erosão,Erosão de margem fluvial,1.1.4.2.0,,,,,,,,,,Vetor de crescimento urbano adjacente a arroio perene apresentando estrangulamento de suas margens (Figuras 1 a 4). Este tipo de ocupação propicia eventos de enxurradas em respostas a grandes volumes de chuvas. Devido ao desmatamento do talude marginal,Casa de alvenaria e de madeira.,Alto,Muito alto,138.0,134.0,552.0,"1) Obras de melhorias na infraestrutura urbanística, como, pavimentação de ruas, recuperação da vegetação nas margens dos rios e implantação de sistema eficiente de drenagens de águas pluviais para aumentar a velocidade de escoamento das águas",Serviço Geológico do Brasil,2.45658369625e-06,0.013835920698
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_099_CPRM,2022-03-25,"Rua Dois e Beco dos Marianos, Bairro Agronomia",Deslizamento,Deslizamento planar,1.1.3.2.1,Enxurrada,,1.2.2.0.0,Queda,Queda de blocos,1.1.3.1.1,,,,,,,"Ocupação residencial em encosta do Morro Santana, próximo ao arroio dos Marianos, sujeita a enxurradas, queda de blocos e deslizamentos (Figuras 1 e 2). Para ocupação a população utiliza o método de execução de taludes de corte e aterro lançad",,Alto,Alto,34.0,31.0,136.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,1.29413689478e-06,0.00481274083084
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_055_CPRM,2022-12-08,"Travessa 25 de Julho, Bairro Vila São José",Enxurrada,,1.2.2.0.0,,,,,,,,,,,,,"Pequena drenagem natural, parcialmente canalizada, com recorrentes eventos de enxurrada nos locais em que a drenagem não foi canalizada. Em virtude das caracterísiticas geomorfológicas da região, o fluxo apresenta alta energia. As residências foram","Ocupação irregular, com residênciais de pequeno porte, baixo padrão construtivo e infraestrutura urbana precária.",Alto,Muito alto,44.0,23.0,176.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e embasar a implantação de soluções de engenharia para mitigação do risco;
2) Estudo de viabilidade de remo",Serviço Geológico do Brasil,5.63523215162e-07,0.00575304889372
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_012_CPRM,2022-04-14,"Rua Geralda dos Santos Moreira e Rua Leodoro Pereira da Silva, Vila dos Sargentos, Bairro Serraria",Inundação,,1.2.1.0.0,,,,,,,,,,,,,"Ocupação urbana na margem do Lago Guaíba (Figuras 1 a 3), atingida por recorrentes eventos de inundação lenta e gradual, tendo o último evento ocorrido em 2019. Em outubro de 2015, ocorreu o maior evento dos últimos 30 anos. O escoamento das água",Edificações residenciais de pequeno porte.,Alto,Alto,239.0,50.0,956.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizaç",Serviço Geológico do Brasil,2.35726568096e-06,0.0195697328573
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_060_CPRM,2022-12-06,"Rua Farroupilha, Comunidade Asa Branca, Bairro Sarandi",Enxurrada,,1.2.2.0.0,Inundação,,1.2.1.0.0,,,,,,,,,,"Ocupação irregular na margem esquerda do Arroio Santo Agostinho (Figura 1), com registro de ocorrência de inundação brusca. Um evento de grande magnitude em 2013, resultou em uma lâmina de água de 1,5 m dentro das casas, eventos menores são recor","Ocupação irregular, com ausência de infraestrutura urbana, descarte irregular de resíduos e caliça ao longo da via e do arroio.",Alto,Alto,134.0,90.0,536.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações;
2) Manter atualizado o Plano Municipal de Contingência, acionando quando necessário;
3) Manter atualizado o ca",Serviço Geológico do Brasil,1.80975401565e-06,0.0125711339636
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_019_CPRM,2022-04-14,"Rua Wlanir Porto, Vila dos Sargentos, Bairro Serraria",Inundação,,1.2.1.0.0,Deslizamento,Deslizamento planar,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,Queda,Queda de lascas,1.1.3.1.2,,,,"Ocupação urbana às margens do Lago Guaíba (Figuras 1 e 2), atingida por recorrentes eventos de inundação lenta e gradual na porção plana, mais próxima ao Lago. A inundação dura cerca de 15 dias.  Em direção à encosta do morro (Figura 3) há","Pequenas residências, alta vulnerabilidade social. Infraestrutura precária.",Alto,Alto,71.0,29.0,284.0,"1) Dar continuidade às ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações;
2) Manter atualizado o cadastro de áreas de risco e o Plano Municipal de Contingência, acionando quando nece",Serviço Geológico do Brasil,8.49457242375e-07,0.00712627240217
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_008_CPRM,2022-04-12,"Rua Tim Lopes e Rua F, Bairro Restinga",Enxurrada,,1.2.2.0.0,Erosão,Erosão de margem fluvial,1.1.4.2.0,,,,,,,,,,"Ocupação urbana às margens do arroio Rincão (Figuras 1 e 2), contribuinte do arroio do Salso, com recorrentes eventos de inundação, tendo sido registrados, em 2022, dois eventos. A lâmina de água atinge cerca de 40 cm nas residências nas edifica","Edificações residenciais de pequeno porte, algumas em situação irregular, com alta vulnerabilidade frente aos processos e alta vulnerabilidade social.",Alto,Muito alto,101.0,44.0,404.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizaç",Serviço Geológico do Brasil,2.42531162424e-06,0.0107798035994
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_046_CPRM,2022-07-12,"Ilha dos Marinheiros (Norte), Bairro Arquipélago",Inundação,,1.2.1.0.0,,,,,,,,,,,,,"Ocupação esparsa em ilha fluvial do Delta do Jacuí, às margens do Rio Jacuí, atingida por recorrentes eventos de inundação lenta e gradual. Esta é uma área ambientalmente sensível, com solo naturalmente mal drenado, presença de banhados e inte",Ocupação remanescente no Parque Estadual Delta do Jacuí.,Médio,Muito alto,9.0,6.0,36.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações;
2) Manter atualizado o Plano Municipal de Contingência, acionando quando necessário;
3) Manter atualizado o ca",Serviço Geológico do Brasil,2.54250688854e-05,0.0636148085503
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_091_CPRM,2022-05-24,"Beco Souza Costa, Bairro Jardim Carvalho",Corrida de massa,Corrida de detritos,1.1.3.3.2,Enxurrada,,1.2.2.0.0,Deslizamento,Deslizamento não especificado,1.1.3.2.1,Enxurrada,,1.2.2.0.0,,,,"Ocupação residencial na base de encosta declivosa do Morro Santana próximo a  arroios intermitentes, sujeita a corridas de massa, deslizamentos, queda de blocos e enxurradas (Figuras 1 a 3). Observou-se campo de blocos graníticos, feições erosivas",,Alto,Muito alto,77.0,51.0,308.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizaç",Serviço Geológico do Brasil,1.63505948961e-06,0.00583156034785
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_014_CPRM,2022-04-14,"Rua C, Vila dos Sargentos, Bairro Serraria",Deslizamento,Deslizamento planar,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,Queda,Queda de lascas,1.1.3.1.2,,,,,,,"Terço médio de encosta de morro com ocorrência de blocos e matacões, nos quais as residências estão muito próximas ou apoiadas (Figuras 1 a 5). Residências construídas no padrão corte/aterro muito próximas do talude. Em determinados locais a r","Ocupação consolidada de edificações residenciais, com alta vulnerabilidade.",Alto,Alto,66.0,40.0,264.0,"1) Monitoramento das condições de estabilidade da encosta, taludes, blocos e matacões, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Desenvolvimento de es",Serviço Geológico do Brasil,8.65623408538e-07,0.00479977339263
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_135_CPRM,2022-10-11,"Rua Colinas e Rua Jânio Quadros, Bairro Glória",Deslizamento,Deslizamento não especificado,1.1.3.2.1,Enxurrada,,1.2.2.0.0,Queda,Queda de blocos,1.1.3.1.1,Enxurrada,,1.2.2.0.0,,,,"Ocupação residencial em encosta de declividade alta no Morro da Polícia, sujeita a deslizamentos, queda de blocos e enxurradas  (Figuras 1 a 4). Observou-se na encosta blocos rochosos acima e próximo a moradias; solo raso com feições erosivas; linh",,Alto,Muito alto,168.0,134.0,672.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,2.80128240613e-06,0.0101735567547
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_127_CPRM,2022-10-04,"Rua Rogério, Beco 6 e Beco 5, Bairro Cascata",Enxurrada,,1.2.2.0.0,Erosão,Ravina,1.1.4.3.2,,,,,,,,,,"Vetor de crescimento urbano em vertentes íngremes sem o devido aparato de infraestrutura necessário. As vertentes aqui vistoriadas apresentam sinais de instabilidade, colocando as casas neste setor a risco por possíveis eventos de deslizamentos (Figur",Casa de alvenaria e de madeira.,Alto,Alto,47.0,32.0,184.0,"1) Obras de melhorias na infraestrutura urbanística, como, pavimentação de ruas, recuperação da vegetação nas margens dos rios e implantação de sistema eficiente de drenagens de águas pluviais para aumentar a velocidade de escoamento das águas",Serviço Geológico do Brasil,7.95378940262e-07,0.0043487536345
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_125_CPRM,2022-10-04,"Rua dos Canudos e Beco 13, Bairro Cascata",Deslizamento,Deslizamento não especificado,1.1.3.2.1,,,,,,,,,,,,,"Vetor de crescimento urbano em vertentes íngremes sem o devido aparato de infraestrutura necessário. As vertentes aqui vistoriadas apresentam sinais de instabilidade, colocando as casas neste setor a risco por possíveis eventos de deslizamentos (Figur",Casa de alvenaria e de madeira.,Alto,Alto,28.0,16.0,112.0,"1) Monitoramento das condições de estabilidade da encosta especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento;
2) Desenvolver estudos geotécnicos detalhados, por profissional habilitado, para",Serviço Geológico do Brasil,5.51756395415e-07,0.00532041628805
